No,주소,경도,위도,상태,세부위치,설치장소설명,형태,담당,관리기관 번호
154,서울특별시 성동구 살곶이길 352,127.0409834,37.55678977,정좌표,서울특별시 성동구 살곶이길 352 횡단보도,,"담배꽁초, 음료컵",가로환경미화원,
155,서울특별시 성동구 마장로 310,127.0440108,37.56651355,정좌표,서울특별시 성동구 마장로 310 횡단보도,,"담배꽁초, 음료컵",가로환경미화원,
156,서울특별시 성동구 마장로 810,127.0489609,37.56880964,인근좌표,서울특별시 성동구 마장로 810 전철역,,"담배꽁초, 음료컵",가로환경미화원,
157,서울특별시 성동구 천호대로 312,127.0545592,37.56497979,정좌표,서울특별시 성동구 천호대로 312 횡단보도,,"담배꽁초, 음료컵",가로환경미화원,
158,서울특별시 성동구 용답동 232-6,127.0639878,37.56092014,정좌표,서울특별시 성동구 용답동 232-6 전철역,,"담배꽁초, 음료컵",가로환경미화원,
159,서울특별시 성동구 광나루로 337,127.0672332,37.54850859,정좌표,서울특별시 성동구 광나루로 337 횡단보도,,"담배꽁초, 음료컵",가로환경미화원,
160,서울특별시 성동구 동일로 223,127.069198,37.55182932,정좌표,서울특별시 성동구 동일로 223 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
161,서울특별시 성동구 뚝섬로 397,127.054544,37.53877861,인근좌표,서울특별시 성동구 뚝섬로 397 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
162,서울특별시 성동구 광나루로 243,127.0569441,37.54946192,정좌표,서울특별시 성동구 광나루로 243 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
163,서울특별시 성동구 뚝섬로 452,127.0606558,37.5371779,정좌표,서울특별시 성동구 뚝섬로 452 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
164,서울특별시 성동구 아차산로 120,127.0572218,37.54390837,정좌표,서울특별시 성동구 아차산로 120 전철역,,"담배꽁초, 음료컵",가로환경미화원,
165,서울특별시 성동구 광나루로 328,127.0662362,37.54802496,정좌표,서울특별시 성동구 광나루로 328 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
166,서울특별시 성동구 광나루로 297,127.0628189,37.54850134,정좌표,서울특별시 성동구 광나루로 297 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
167,서울특별시 성동구 광나루로 319,127.0652896,37.54837977,정좌표,서울특별시 성동구 광나루로 319 횡단보도,,"담배꽁초, 음료컵",가로환경미화원,
168,서울특별시 성동구 광나루로 190,127.0511378,37.55042805,정좌표,서울특별시 성동구 광나루로 190 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
169,서울특별시 성동구 광나루로 142-1,127.0460554,37.55134494,정좌표,서울특별시 성동구 광나루로 142-1 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
170,서울특별시 성동구 광나루로 184,127.0504375,37.55086254,정좌표,서울특별시 성동구 광나루로 184 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
171,서울특별시 성동구 살곶이 8길 22,127.0429755,37.55630059,정좌표,서울특별시 성동구 살곶이 8길 22 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
172,서울특별시 성동구 광나루로 297,127.0628189,37.54850134,정좌표,서울특별시 성동구 광나루로 297 버스정류장,,"담배꽁초, 음료컵",가로환경미화원,
