No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
272,서울특별시 위례성대로 평화의문광장 버스정류장,127.1263309,37.51247982,인근좌표,서울특별시 위례성대로 평화의문광장 버스정류장,,항아리형,서울시 송파구청,
273,서울특별시 양재대로 대림아파트 버스정류장 (가락동 방향),127.0362488,37.46083737,인근좌표,서울특별시 양재대로 대림아파트 버스정류장 (가락동 방향),,항아리형,서울시 송파구청,
274,서울특별시 양재대로 대림아파트 버스정류장 (가락동 방향),127.0362488,37.46083737,인근좌표,서울특별시 양재대로 대림아파트 버스정류장 (가락동 방향),,항아리형,서울시 송파구청,
275,서울특별시 올림픽로 잠실2단지 버스정류장(종합운동장 방향),127.120435,37.52898237,인근좌표,서울특별시 올림픽로 잠실2단지 버스정류장(종합운동장 방향),,항아리형,서울시 송파구청,
276,서울특별시 올림픽로 잠실2단지 버스정류장(종합운동장 방향),127.120435,37.52898237,인근좌표,서울특별시 올림픽로 잠실2단지 버스정류장(종합운동장 방향),,항아리형,서울시 송파구청,
277,서울특별시 올림픽로 잠실역.롯데월드 버스정류장,127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 잠실역.롯데월드 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
278,서울특별시 정의로 문정동 374,127.1170071,37.48396782,정좌표,서울특별시 정의로 문정동 374,,일반쓰레기 수거용,서울시 송파구청,
279,서울특별시 법원로 문정동 205-3,127.1194884,37.48615138,정좌표,서울특별시 법원로 문정동 205-3,,일반쓰레기 수거용,서울시 송파구청,
280,서울특별시 중대로 문정2동주민센터.청소년수련관 버스정류장,127.1108941,37.48987846,인근좌표,서울특별시 중대로 문정2동주민센터.청소년수련관 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
281,서울특별시 동남로 오금동사거리 버스정류장,127.1333878,37.49781563,인근좌표,서울특별시 동남로 오금동사거리 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
282,서울특별시 잠실로 잠실롯데월드 버스정류장,127.0964129,37.51003734,인근좌표,서울특별시 잠실로 잠실롯데월드 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
283,서울특별시 석촌호수로 잠실119안전센터,127.0900217,37.5074374,인근좌표,서울특별시 석촌호수로 잠실119안전센터,,일반쓰레기 수거용,서울시 송파구청,
284,서울특별시 올림픽로 종합운동장사거리 버스정류장(엘스방향),127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 종합운동장사거리 버스정류장(엘스방향),,일반쓰레기 수거용,서울시 송파구청,
285,서울특별시 백제고분로 종합운동장사거리 버스정류장(새내먹자골목방향),127.0952963,37.5025454,인근좌표,서울특별시 백제고분로 종합운동장사거리 버스정류장(새내먹자골목방향),,일반쓰레기 수거용,서울시 송파구청,
286,서울특별시 백제고분로 아시아선수촌아파트 앞 버스정류장,127.0952963,37.5025454,인근좌표,서울특별시 백제고분로 아시아선수촌아파트 앞 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
287,서울특별시 도곡로 아주중학교 앞 버스정류장,127.051929,37.49598194,인근좌표,서울특별시 도곡로 아주중학교 앞 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
288,서울특별시 올림픽로 잠실역 5번출구 버스 정류장,127.120435,37.52898237,인근좌표,서울특별시 올림픽로 잠실역 5번출구 버스 정류장,,일반쓰레기 수거용,서울시 송파구청,
289,서울특별시 올림픽로 올림픽공원 올림픽회관 앞 버스정류장,127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 올림픽공원 올림픽회관 앞 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
290,서울특별시 올림픽로 올림픽공원 평화의광장 입구 ,127.1050185,37.51490138,인근좌표,서울특별시 올림픽로 올림픽공원 평화의광장 입구 ,,일반쓰레기 수거용,서울시 송파구청,
291,서울특별시 백제고분로 송파나루역 1번 출구,127.07651,37.51920762,인근좌표,서울특별시 백제고분로 송파나루역 1번 출구,,일반쓰레기 수거용,서울시 송파구청,
292,서울특별시 위례성대로 한성백제역 2번출구(1),127.1127693,37.51692886,정좌표,서울특별시 위례성대로 한성백제역 2번출구(1),,일반쓰레기 수거용,서울시 송파구청,
293,서울특별시 위례성대로 한성백제역 2번출구(2),127.1127693,37.51692886,정좌표,서울특별시 위례성대로 한성백제역 2번출구(2),,일반쓰레기 수거용,서울시 송파구청,
294,서울특별시 양재대로 오금동 현대아파트 앞 버스정류장,127.0362488,37.46083737,인근좌표,서울특별시 양재대로 오금동 현대아파트 앞 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
295,서울특별시 오금로 개롱역 2번출구,127.1042172,37.52042032,인근좌표,서울특별시 오금로 개롱역 2번출구,,일반쓰레기 수거용,서울시 송파구청,
296,서울특별시 거마로 거여역 2번출구,127.1448621,37.49335763,인근좌표,서울특별시 거마로 거여역 2번출구,,일반쓰레기 수거용,서울시 송파구청,
297,서울특별시 거마로 마천사거리 버스정류장,127.1469116,37.49874991,인근좌표,서울특별시 거마로 마천사거리 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
298,서울특별시 충민로 문현중학교 버스정류장(파인타운 8단지),127.1275847,37.47988677,인근좌표,서울특별시 충민로 문현중학교 버스정류장(파인타운 8단지),,일반쓰레기 수거용,서울시 송파구청,
299,서울특별시 송이로 경찰병원 앞 버스정류장,127.121175,37.49704261,인근좌표,서울특별시 송이로 경찰병원 앞 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
300,서울특별시 중대로 송파경찰서 앞,127.1245941,37.49613053,인근좌표,서울특별시 중대로 송파경찰서 앞,,일반쓰레기 수거용,서울시 송파구청,
301,서울특별시 오금로 삼환아파트 우림교회 버스정류장,127.1247122,37.50423395,인근좌표,서울특별시 오금로 삼환아파트 우림교회 버스정류장,,일반쓰레기 수거용,서울시 송파구청,
1,서울특별시 은평구 가좌로204     평창두부 마을앞,126.9190949,37.58886135,정좌표,서울특별시 은평구 가좌로204     평창두부 마을앞,,일반 사각 쓰레기통,서울시 은평구청,
2,서울특별시 은평구 가좌로252,126.9152696,37.59189692,정좌표,서울특별시 은평구 가좌로252,,일반 사각 쓰레기통,서울시 은평구청,
3,서울특별시 은평구 가좌로272 부동산 뉴스 앞,126.9136142,37.59318772,정좌표,서울특별시 은평구 가좌로272 부동산 뉴스 앞,,일반 사각 쓰레기통,서울시 은평구청,
4,서울특별시 은평구 가좌로272 부동산 뉴스 앞,126.9136142,37.59318772,정좌표,서울특별시 은평구 가좌로272 부동산 뉴스 앞,,일반 사각 쓰레기통,서울시 은평구청,
5,서울특별시 은평구 가좌로333    뽀떼나앞,126.9082926,37.59656822,정좌표,서울특별시 은평구 가좌로333    뽀떼나앞,,일반 사각 쓰레기통,서울시 은평구청,
6,서울특별시 은평구 가좌로333    뽀떼나앞,126.9082926,37.59656822,정좌표,서울특별시 은평구 가좌로333    뽀떼나앞,,일반 사각 쓰레기통,서울시 은평구청,
7,서울특별시 은평구 가좌로313 OK부동산 앞,126.9100588,37.59552142,정좌표,서울특별시 은평구 가좌로313 OK부동산 앞,,일반 사각 쓰레기통,서울시 은평구청,
8,서울특별시 은평구 가좌로277 앞,126.9130114,37.59322979,정좌표,서울특별시 은평구 가좌로277 앞,,일반 사각 쓰레기통,서울시 은평구청,
9,서울특별시 은평구 가좌로227,126.9169061,37.59011694,정좌표,서울특별시 은평구 가좌로227,,일반 사각 쓰레기통,서울시 은평구청,
10,서울특별시 은평구 갈현로82  올래 통신사앞,126.910685,37.60526568,정좌표,서울특별시 은평구 갈현로82  올래 통신사앞,,일반 사각 쓰레기통,서울시 은평구청,
11,서울특별시 은평구 갈현로126한빛부동산앞,126.9111011,37.6089791,정좌표,서울특별시 은평구 갈현로126한빛부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
12,서울특별시 은평구 갈현로154,126.9114525,37.61155526,정좌표,서울특별시 은평구 갈현로154,,일반 사각 쓰레기통,서울시 은평구청,
13,서울특별시 은평구 갈현로254 앞,126.9158763,37.6195191,정좌표,서울특별시 은평구 갈현로254 앞,,일반 사각 쓰레기통,서울시 은평구청,
14,서울특별시 은평구 갈현로300갈현상가앞,126.9174201,37.62360978,정좌표,서울특별시 은평구 갈현로300갈현상가앞,,일반 사각 쓰레기통,서울시 은평구청,
15,서울특별시 은평구 갈현로337 앞,126.9187472,37.62654116,정좌표,서울특별시 은평구 갈현로337 앞,,일반 사각 쓰레기통,서울시 은평구청,
16,서울특별시 은평구 갈현로337 앞,126.9187472,37.62654116,정좌표,서울특별시 은평구 갈현로337 앞,,일반 사각 쓰레기통,서울시 은평구청,
17,서울특별시 은평구 갈현로263아이패밀리앞,126.9161582,37.62050529,정좌표,서울특별시 은평구 갈현로263아이패밀리앞,,일반 사각 쓰레기통,서울시 은평구청,
18,서울특별시 은평구 갈현로263아이패밀리앞,126.9161582,37.62050529,정좌표,서울특별시 은평구 갈현로263아이패밀리앞,,일반 사각 쓰레기통,서울시 은평구청,
19,서울특별시 은평구 갈현로89시립서북병원버스정류장,126.910384,37.60589745,정좌표,서울특별시 은평구 갈현로89시립서북병원버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
20,서울특별시 은평구 갈현로89시립서북병원버스정류장,126.910384,37.60589745,정좌표,서울특별시 은평구 갈현로89시립서북병원버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
21,서울특별시 은평구 갈현로60,126.9105123,37.6031016,정좌표,서울특별시 은평구 갈현로60,,일반 사각 쓰레기통,서울시 은평구청,
22,서울특별시 은평구 갈현로15브리아몽빵집앞,126.9100113,37.59928761,정좌표,서울특별시 은평구 갈현로15브리아몽빵집앞,,일반 사각 쓰레기통,서울시 은평구청,
23,서울특별시 은평구 불광로38파리바게뜨앞,126.9300371,37.61097156,정좌표,서울특별시 은평구 불광로38파리바게뜨앞,,일반 사각 쓰레기통,서울시 은평구청,
24,서울특별시 은평구 불광로129-1독바위역1번출구앞,126.9327915,37.61836796,정좌표,서울특별시 은평구 불광로129-1독바위역1번출구앞,,일반 사각 쓰레기통,서울시 은평구청,
25,서울특별시 은평구 불광로85 성유교회앞,126.9322959,37.61462836,정좌표,서울특별시 은평구 불광로85 성유교회앞,,일반 사각 쓰레기통,서울시 은평구청,
26,서울특별시 은평구 통일로 736,126.929605,37.61126583,정좌표,서울특별시 은평구 통일로 736,,일반 사각 쓰레기통,서울시 은평구청,
27,서울특별시 은평구 불광로27불광역7번출구앞,126.9288136,37.61076969,정좌표,서울특별시 은평구 불광로27불광역7번출구앞,,일반 사각 쓰레기통,서울시 은평구청,
28,서울특별시 은평구 불광로27불광역7번출구앞,126.9288136,37.61076969,정좌표,서울특별시 은평구 불광로27불광역7번출구앞,,일반 사각 쓰레기통,서울시 은평구청,
29,서울특별시 은평구 백련산로175응암1동주민센터버스정류장,126.9266828,37.60044011,정좌표,서울특별시 은평구 백련산로175응암1동주민센터버스정류장,,항아리형 쓰레기통,서울시 은평구청,
30,서울특별시 은평구 백련산힐스테이트4차(403동 앞),126.9265692,37.6177163,인근좌표,서울특별시 은평구 백련산힐스테이트4차(403동 앞),,일반 사각 쓰레기통,서울시 은평구청,
31,서울특별시 은평구 백련산힐스테이트2차버스정류장,126.9265692,37.6177163,인근좌표,서울특별시 은평구 백련산힐스테이트2차버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
32,서울특별시 은평구 백련산로84은평병원버스정류장,126.9236383,37.59300383,정좌표,서울특별시 은평구 백련산로84은평병원버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
33,서울특별시 은평구 수색로261-1수색역앞,126.895659,37.58081413,정좌표,서울특별시 은평구 수색로261-1수색역앞,,항아리형 쓰레기통,서울시 은평구청,
34,서울특별시 은평구 수색로191 초록약국 앞,126.9010713,37.57824919,정좌표,서울특별시 은평구 수색로191 초록약국 앞,,일반 사각 쓰레기통,서울시 은평구청,
35,서울특별시 은평구 수색로175디지털미디어시티역4번출구,126.9019293,37.57716183,정좌표,서울특별시 은평구 수색로175디지털미디어시티역4번출구,,일반 사각 쓰레기통,서울시 은평구청,
36,서울특별시 은평구 수색로175디지털미디어시티역4번출구,126.9019293,37.57716183,정좌표,서울특별시 은평구 수색로175디지털미디어시티역4번출구,,일반 사각 쓰레기통,서울시 은평구청,
37,서울특별시 은평구 수색로232 명조천막앞,126.8981096,37.58081088,정좌표,서울특별시 은평구 수색로232 명조천막앞,,일반 사각 쓰레기통,서울시 은평구청,
38,서울특별시 은평구 수색로232 명조천막앞,126.8981096,37.58081088,정좌표,서울특별시 은평구 수색로232 명조천막앞,,일반 사각 쓰레기통,서울시 은평구청,
39,서울특별시 은평구 수색로248 수색우체국 앞,126.8965483,37.58175725,정좌표,서울특별시 은평구 수색로248 수색우체국 앞,,일반 사각 쓰레기통,서울시 은평구청,
40,서울특별시 은평구 서오릉로273우남아파트버스정류장,126.9057018,37.61857146,정좌표,서울특별시 은평구 서오릉로273우남아파트버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
41,서울특별시 은평구 서오릉로225귀애헤어앞,126.9089102,37.61496763,정좌표,서울특별시 은평구 서오릉로225귀애헤어앞,,일반 사각 쓰레기통,서울시 은평구청,
42,서울특별시 은평구 서오릉로225귀애헤어앞,126.9089102,37.61496763,정좌표,서울특별시 은평구 서오릉로225귀애헤어앞,,일반 사각 쓰레기통,서울시 은평구청,
43,서울특별시 은평구 서오릉로203 선진운수종점앞,126.9108782,37.6137978,정좌표,서울특별시 은평구 서오릉로203 선진운수종점앞,,일반 사각 쓰레기통,서울시 은평구청,
44,서울특별시 은평구 서오릉로185신한은행구산사거리점앞,126.9127171,37.61310176,정좌표,서울특별시 은평구 서오릉로185신한은행구산사거리점앞,,일반 사각 쓰레기통,서울시 은평구청,
45,서울특별시 은평구 서오릉로185신한은행구산사거리점앞,126.9127171,37.61310176,정좌표,서울특별시 은평구 서오릉로185신한은행구산사거리점앞,,일반 사각 쓰레기통,서울시 은평구청,
46,서울특별시 은평구 서오릉로129원창합판목재앞,126.9181068,37.61048186,정좌표,서울특별시 은평구 서오릉로129원창합판목재앞,,일반 사각 쓰레기통,서울시 은평구청,
47,서울특별시 은평구 서오릉로129원창합판목재앞,126.9181068,37.61048186,정좌표,서울특별시 은평구 서오릉로129원창합판목재앞,,일반 사각 쓰레기통,서울시 은평구청,
48,서울특별시 은평구 서오릉로105이조삼계탕앞,126.9200539,37.60914061,정좌표,서울특별시 은평구 서오릉로105이조삼계탕앞,,일반 사각 쓰레기통,서울시 은평구청,
49,서울특별시 은평구 서오릉로71은성자동차공업사앞,126.9219498,37.60700239,정좌표,서울특별시 은평구 서오릉로71은성자동차공업사앞,,일반 사각 쓰레기통,서울시 은평구청,
50,서울특별시 은평구 서오릉로71은성자동차공업사앞,126.9219498,37.60700239,정좌표,서울특별시 은평구 서오릉로71은성자동차공업사앞,,일반 사각 쓰레기통,서울시 은평구청,
51,서울특별시 은평구 서오릉로25 앞,126.9252312,37.60340747,정좌표,서울특별시 은평구 서오릉로25 앞,,일반 사각 쓰레기통,서울시 은평구청,
52,서울특별시 은평구 서오릉로25 앞,126.9252312,37.60340747,정좌표,서울특별시 은평구 서오릉로25 앞,,일반 사각 쓰레기통,서울시 은평구청,
53,서울특별시 은평구 서오릉로24 앞,126.925965,37.60327133,정좌표,서울특별시 은평구 서오릉로24 앞,,일반 사각 쓰레기통,서울시 은평구청,
54,서울특별시 은평구 서오릉로74역촌역2번출구,126.9224917,37.6070648,정좌표,서울특별시 은평구 서오릉로74역촌역2번출구,,일반 사각 쓰레기통,서울시 은평구청,
55,서울특별시 은평구 서오릉로74역촌역2번출구,126.9224917,37.6070648,정좌표,서울특별시 은평구 서오릉로74역촌역2번출구,,일반 사각 쓰레기통,서울시 은평구청,
56,서울특별시 은평구 서오릉로90 앞,126.921483,37.60820681,정좌표,서울특별시 은평구 서오릉로90 앞,,일반 사각 쓰레기통,서울시 은평구청,
57,서울특별시 은평구 서오릉로104하늘창샷시앞,126.9205153,37.60935578,정좌표,서울특별시 은평구 서오릉로104하늘창샷시앞,,일반 사각 쓰레기통,서울시 은평구청,
58,서울특별시 은평구 서오릉로114루마버텍스썬팅앞,126.919756,37.61002354,정좌표,서울특별시 은평구 서오릉로114루마버텍스썬팅앞,,일반 사각 쓰레기통,서울시 은평구청,
59,서울특별시 은평구 서오릉로150엘지전자대리점앞,126.9165693,37.61194796,정좌표,서울특별시 은평구 서오릉로150엘지전자대리점앞,,일반 사각 쓰레기통,서울시 은평구청,
60,서울특별시 은평구 서오릉로150엘지전자대리점앞,126.9165693,37.61194796,정좌표,서울특별시 은평구 서오릉로150엘지전자대리점앞,,일반 사각 쓰레기통,서울시 은평구청,
61,서울특별시 은평구 서오릉로232 앞,126.9088626,37.61561185,정좌표,서울특별시 은평구 서오릉로232 앞,,일반 사각 쓰레기통,서울시 은평구청,
62,서울특별시 은평구 서오릉로232 앞,126.9088626,37.61561185,정좌표,서울특별시 은평구 서오릉로232 앞,,일반 사각 쓰레기통,서울시 은평구청,
63,서울특별시 은평구 서오릉로258우남아파트버스정류장 옆,126.9068704,37.61741128,정좌표,서울특별시 은평구 서오릉로258우남아파트버스정류장 옆,,일반 사각 쓰레기통,서울시 은평구청,
64,서울특별시 은평구 은평로28신사1치안센터앞,126.9109859,37.59790558,정좌표,서울특별시 은평구 은평로28신사1치안센터앞,,일반 사각 쓰레기통,서울시 은평구청,
65,서울특별시 은평구 은평로64 T월드응암역점앞,126.914843,37.59872696,정좌표,서울특별시 은평구 은평로64 T월드응암역점앞,,일반 사각 쓰레기통,서울시 은평구청,
66,서울특별시 은평구 은평로144연도약국앞,126.9237618,37.60057569,정좌표,서울특별시 은평구 은평로144연도약국앞,,일반 사각 쓰레기통,서울시 은평구청,
67,서울특별시 은평구 은평로144연도약국앞,126.9237618,37.60057569,정좌표,서울특별시 은평구 은평로144연도약국앞,,일반 사각 쓰레기통,서울시 은평구청,
68,서울특별시 은평구 은평로170 은평세무서버스정류장,126.9266622,37.60108898,정좌표,서울특별시 은평구 은평로170 은평세무서버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
69,서울특별시 은평구 은평로170 은평세무서버스정류장,126.9266622,37.60108898,정좌표,서울특별시 은평구 은평로170 은평세무서버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
70,서울특별시 은평구 은평로200-1파리바게뜨앞,126.9299975,37.60112992,정좌표,서울특별시 은평구 은평로200-1파리바게뜨앞,,일반 사각 쓰레기통,서울시 은평구청,
71,서울특별시 은평구 은평로200-1파리바게뜨앞,126.9299975,37.60112992,정좌표,서울특별시 은평구 은평로200-1파리바게뜨앞,,일반 사각 쓰레기통,서울시 은평구청,
72,서울특별시 은평구 녹번역 3번출구 버스정류장,126.9265692,37.6177163,인근좌표,서울특별시 은평구 녹번역 3번출구 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
73,서울특별시 은평구 은평로239은평초교앞,126.9346713,37.60234334,정좌표,서울특별시 은평구 은평로239은평초교앞,,일반 사각 쓰레기통,서울시 은평구청,
74,서울특별시 은평구 은평로239은평초교앞,126.9346713,37.60234334,정좌표,서울특별시 은평구 은평로239은평초교앞,,일반 사각 쓰레기통,서울시 은평구청,
75,서울특별시 은평구 은평로201,126.9300264,37.60161227,정좌표,서울특별시 은평구 은평로201,,일반 사각 쓰레기통,서울시 은평구청,
76,서울특별시 은평구 은평로201,126.9300264,37.60161227,정좌표,서울특별시 은평구 은평로201,,일반 사각 쓰레기통,서울시 은평구청,
77,서울특별시 은평구 은평로173 앞,126.9268197,37.60161144,정좌표,서울특별시 은평구 은평로173 앞,,일반 사각 쓰레기통,서울시 은평구청,
78,서울특별시 은평구 은평로147 앞,126.9240929,37.60107538,정좌표,서울특별시 은평구 은평로147 앞,,일반 사각 쓰레기통,서울시 은평구청,
79,서울특별시 은평구 은평로147 앞,126.9240929,37.60107538,정좌표,서울특별시 은평구 은평로147 앞,,일반 사각 쓰레기통,서울시 은평구청,
80,서울특별시 은평구 은평로 144 새마을금고,126.9237618,37.60057569,정좌표,서울특별시 은평구 은평로 144 새마을금고,,일반 사각 쓰레기통,서울시 은평구청,
81,서울특별시 은평구 은평로91이삭부동산앞,126.9178204,37.59970612,정좌표,서울특별시 은평구 은평로91이삭부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
82,서울특별시 은평구 은평로91이삭부동산앞,126.9178204,37.59970612,정좌표,서울특별시 은평구 은평로91이삭부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
83,서울특별시 은평구 응암소공원,126.9265692,37.6177163,인근좌표,서울특별시 은평구 응암소공원,,일반 사각 쓰레기통,서울시 은평구청,
84,서울특별시 은평구 응암소공원,126.9265692,37.6177163,인근좌표,서울특별시 은평구 응암소공원,,일반 사각 쓰레기통,서울시 은평구청,
85,서울특별시 은평구 응암역버스정류장,126.9265692,37.6177163,인근좌표,서울특별시 은평구 응암역버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
86,서울특별시 은평구 응암역버스정류장,126.9265692,37.6177163,인근좌표,서울특별시 은평구 응암역버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
87,서울특별시 은평구 은평로7신사동성당앞,126.9093075,37.59705778,정좌표,서울특별시 은평구 은평로7신사동성당앞,,일반 사각 쓰레기통,서울시 은평구청,
88,서울특별시 은평구 응암로190 대림시장 버스정류장,126.917145,37.58880216,정좌표,서울특별시 은평구 응암로190 대림시장 버스정류장,,항아리형 쓰레기통,서울시 은평구청,
89,서울특별시 은평구 응암로190 대림시장 버스정류장,126.917145,37.58880216,정좌표,서울특별시 은평구 응암로190 대림시장 버스정류장,,항아리형 쓰레기통,서울시 은평구청,
90,서울특별시 은평구 응암3동 지구대 앞,126.9214555,37.59263514,인근좌표,서울특별시 은평구 응암3동 지구대 앞,,일반 사각 쓰레기통,서울시 은평구청,
91,서울특별시 은평구 응암로242 서울농협 버스정류장,126.9181755,37.59338714,정좌표,서울특별시 은평구 응암로242 서울농협 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
92,서울특별시 은평구 응암로242 서울농협 버스정류장,126.9181755,37.59338714,정좌표,서울특별시 은평구 응암로242 서울농협 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
93,서울특별시 은평구 응암로294 피자헛앞,126.9206208,37.5976772,정좌표,서울특별시 은평구 응암로294 피자헛앞,,일반 사각 쓰레기통,서울시 은평구청,
94,서울특별시 은평구 응암로294 피자헛앞,126.9206208,37.5976772,정좌표,서울특별시 은평구 응암로294 피자헛앞,,일반 사각 쓰레기통,서울시 은평구청,
95,서울특별시 은평구 응암로356 서부경찰서 버스정류장,126.9229352,37.60272369,정좌표,서울특별시 은평구 응암로356 서부경찰서 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
96,서울특별시 은평구 응암로356 서부경찰서 버스정류장,126.9229352,37.60272369,정좌표,서울특별시 은평구 응암로356 서부경찰서 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
97,서울특별시 은평구 응암로351-1 남도전기조명앞,126.9222292,37.60255907,정좌표,서울특별시 은평구 응암로351-1 남도전기조명앞,,일반 사각 쓰레기통,서울시 은평구청,
98,서울특별시 은평구 응암로295 서강스카이빌 2차앞,126.9202668,37.59813397,정좌표,서울특별시 은평구 응암로295 서강스카이빌 2차앞,,일반 사각 쓰레기통,서울시 은평구청,
99,서울특별시 은평구 응암로247 응암시장버스정류장,126.917856,37.59422615,정좌표,서울특별시 은평구 응암로247 응암시장버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
100,서울특별시 은평구 응암로247 응암시장버스정류장,126.917856,37.59422615,정좌표,서울특별시 은평구 응암로247 응암시장버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
101,서울특별시 은평구 응암로207 뚜레쥬르 앞,126.9170853,37.59056399,정좌표,서울특별시 은평구 응암로207 뚜레쥬르 앞,,일반 사각 쓰레기통,서울시 은평구청,
102,서울특별시 은평구 응암로 181,126.9165154,37.58820642,정좌표,서울특별시 은평구 응암로 181,,일반 사각 쓰레기통,서울시 은평구청,
103,서울특별시 은평구 응암로 181,126.9165154,37.58820642,정좌표,서울특별시 은평구 응암로 181,,일반 사각 쓰레기통,서울시 은평구청,
104,서울특별시 은평구 연서로38 앞,126.9161045,37.60255822,정좌표,서울특별시 은평구 연서로38 앞,,일반 사각 쓰레기통,서울시 은평구청,
105,서울특별시 은평구 연서로38 앞,126.9161045,37.60255822,정좌표,서울특별시 은평구 연서로38 앞,,일반 사각 쓰레기통,서울시 은평구청,
106,서울특별시 은평구 연서로130-1 일신부동산앞,126.9172205,37.61043693,정좌표,서울특별시 은평구 연서로130-1 일신부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
107,서울특별시 은평구 연서로130-1 일신부동산앞,126.9172205,37.61043693,정좌표,서울특별시 은평구 연서로130-1 일신부동산앞,,일반 사각 쓰레기통,서울시 은평구청,
108,서울특별시 은평구 연서로162 앞,126.9178681,37.61320606,정좌표,서울특별시 은평구 연서로162 앞,,일반 사각 쓰레기통,서울시 은평구청,
109,서울특별시 은평구 연서로162 앞,126.9178681,37.61320606,정좌표,서울특별시 은평구 연서로162 앞,,일반 사각 쓰레기통,서울시 은평구청,
110,서울특별시 은평구 연서로214 알라딘중고서점앞,126.9199519,37.61744477,정좌표,서울특별시 은평구 연서로214 알라딘중고서점앞,,일반 사각 쓰레기통,서울시 은평구청,
111,서울특별시 은평구 연서로214 알라딘중고서점앞,126.9199519,37.61744477,정좌표,서울특별시 은평구 연서로214 알라딘중고서점앞,,일반 사각 쓰레기통,서울시 은평구청,
112,서울특별시 은평구 연서로282 앞,126.9257194,37.62085299,정좌표,서울특별시 은평구 연서로282 앞,,일반 사각 쓰레기통,서울시 은평구청,
113,서울특별시 은평구 연서로282 앞,126.9257194,37.62085299,정좌표,서울특별시 은평구 연서로282 앞,,일반 사각 쓰레기통,서울시 은평구청,
114,서울특별시 은평구 연서로296 불광지구대 버스정류장,126.9269059,37.62184347,정좌표,서울특별시 은평구 연서로296 불광지구대 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
115,서울특별시 은평구 은평경찰서 횡단보도,126.9265692,37.6177163,인근좌표,서울특별시 은평구 은평경찰서 횡단보도,,일반 사각 쓰레기통,서울시 은평구청,
116,서울특별시 은평구 연서로209 다보네안경앞,126.9188332,37.61731533,정좌표,서울특별시 은평구 연서로209 다보네안경앞,,일반 사각 쓰레기통,서울시 은평구청,
117,서울특별시 은평구 연서로209 다보네안경앞,126.9188332,37.61731533,정좌표,서울특별시 은평구 연서로209 다보네안경앞,,일반 사각 쓰레기통,서울시 은평구청,
118,서울특별시 은평구 연서로175 은평연세병원 버스정류장,126.9175306,37.61453387,정좌표,서울특별시 은평구 연서로175 은평연세병원 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
119,서울특별시 은평구 연서로175 은평연세병원 버스정류장,126.9175306,37.61453387,정좌표,서울특별시 은평구 연서로175 은평연세병원 버스정류장,,일반 사각 쓰레기통,서울시 은평구청,
120,서울특별시 은평구 연서로149 앞,126.9169135,37.61221105,정좌표,서울특별시 은평구 연서로149 앞,,일반 사각 쓰레기통,서울시 은평구청,
121,서울특별시 은평구 연서로149 앞,126.9169135,37.61221105,정좌표,서울특별시 은평구 연서로149 앞,,일반 사각 쓰레기통,서울시 은평구청,
122,서울특별시 은평구 예일여중 담벼락,126.9265692,37.6177163,인근좌표,서울특별시 은평구 예일여중 담벼락,,일반 사각 쓰레기통,서울시 은평구청,
123,서울특별시 은평구 예일여중 담벼락,126.9265692,37.6177163,인근좌표,서울특별시 은평구 예일여중 담벼락,,일반 사각 쓰레기통,서울시 은평구청,
